time,P,G(i),H_sun,T2m,WS10m,Int
2015-10-23 05:00,0,0,0,15.73,2.83,0
2015-10-23 06:00,0,0,0,15.5,2,0
2015-10-23 07:00,0,0,0,14.94,0.9,0
2015-10-23 08:00,7.86,20.45,8.36,15.36,0.9,0
2015-10-23 09:00,292.25,375.79,19.54,17.07,1.86,0
2015-10-23 10:00,497.36,620.72,29.55,18.3,2.21,0
2015-10-23 11:00,646.03,819.89,37.63,19.41,2.34,0
2015-10-23 12:00,744.75,953.4,42.75,19.76,2.97,0
2015-10-23 13:00,789.55,1009.29,43.88,20.18,3.79,0
2015-10-23 14:00,774.08,981.12,40.74,20.32,4.34,0
2015-10-23 15:00,694.59,869.75,34.06,20.28,4.41,0
2015-10-23 16:00,552.7,682.53,24.94,20.16,4.41,0
2015-10-23 17:00,347.43,431.27,14.05,19.76,4.76,0
2015-10-23 18:00,54.35,88.09,2.51,18.45,5.1,0
2015-10-23 19:00,0,0,0,17.53,5.31,0
2015-10-23 20:00,0,0,0,16.93,5.24,0
2015-10-23 21:00,0,0,0,16.67,5.03,0
2015-10-23 22:00,0,0,0,16.56,4.97,0
2015-10-23 23:00,0,0,0,16.47,4.83,0
2015-10-24 00:00,0,0,0,16.77,4.9,0
2015-10-24 01:00,0,0,0,16.64,4.55,0
2015-10-24 02:00,0,0,0,16.55,4.55,0
2015-10-24 03:00,0,0,0,16.54,4.21,0
2015-10-24 04:00,0,0,0,16.53,3.66,0
2015-10-24 05:00,0,0,0,16.4,3.31,0
2015-10-24 06:00,0,0,0,16.29,3.24,0
2015-10-24 07:00,0,0,0,16.13,2.9,0
2015-10-24 08:00,68.35,121.33,8.16,16.05,2.41,0
2015-10-24 09:00,153.67,203.58,19.32,18.12,1.86,0
2015-10-24 10:00,484.37,616.95,29.29,20.69,1.38,0
2015-10-24 11:00,464.52,598.69,37.33,22.69,1.1,0
2015-10-24 12:00,524.33,675.09,42.41,23.18,2,0
2015-10-24 13:00,523.67,667.85,43.53,23.18,2.97,0
2015-10-24 14:00,525.8,663.39,40.4,22.79,3.86,0
2015-10-24 15:00,451.53,562.32,33.75,22.11,4.48,0
2015-10-24 16:00,319.1,396.59,24.66,21.33,4.76,0
2015-10-24 17:00,176.81,228.23,13.8,20.36,4.97,0
2015-10-24 18:00,3.31,13.02,2.28,19.5,4.69,0
2015-10-24 19:00,0,0,0,18.77,4.14,0
2015-10-24 20:00,0,0,0,18.37,3.72,0
2015-10-24 21:00,0,0,0,18.02,4,0
2015-10-24 22:00,0,0,0,17.69,4.62,0
2015-10-24 23:00,0,0,0,17.45,4.83,0
2015-10-25 00:00,0,0,0,17.88,4.21,0
2015-10-25 01:00,0,0,0,17.72,4.07,0
2015-10-25 02:00,0,0,0,17.63,3.93,0
2015-10-25 03:00,0,0,0,17.56,4.14,0
2015-10-25 04:00,0,0,0,17.39,4.34,0
2015-10-25 05:00,0,0,0,17.24,4.21,0
2015-10-25 06:00,0,0,0,17.16,3.93,0
2015-10-25 07:00,0,0,0,17.14,3.86,0
2015-10-25 08:00,8.38,21.38,7.97,17.17,4,0
2015-10-25 09:00,29.04,50.21,19.09,17.64,3.79,0
2015-10-25 10:00,93.02,129.24,29.03,18.7,3.52,0
2015-10-25 11:00,352.71,439.87,37.03,19.88,3.17,0
2015-10-25 12:00,499.25,632.97,42.08,21.74,2.55,0
2015-10-25 13:00,566.28,716.59,43.18,22.72,3.93,0
2015-10-25 14:00,778.93,977.9,40.07,21.74,6.28,0
2015-10-25 15:00,697.95,866.28,33.45,21.16,6.14,0
2015-10-25 16:00,552.69,679.48,24.39,21.02,5.86,0
2015-10-25 17:00,344.58,428.48,13.56,20.51,5.38,0
2015-10-25 18:00,4.33,14.88,2.07,19.83,4.48,0
2015-10-25 19:00,0,0,0,19.04,4.07,0
2015-10-25 20:00,0,0,0,18.39,4.34,0
2015-10-25 21:00,0,0,0,17.86,4.48,0
2015-10-25 22:00,0,0,0,17.56,4.34,0
2015-10-25 23:00,0,0,0,17.38,4.07,0
2015-10-26 00:00,0,0,0,17.36,4.28,0
2015-10-26 01:00,0,0,0,17.21,4.14,0
2015-10-26 02:00,0,0,0,17.12,3.66,0
2015-10-26 03:00,0,0,0,16.96,3.03,0
2015-10-26 04:00,0,0,0,16.72,2.76,0
2015-10-26 05:00,0,0,0,16.46,2.69,0
2015-10-26 06:00,0,0,0,16.05,2.48,0
2015-10-26 07:00,0,0,0,15.56,1.93,0
2015-10-26 08:00,70.73,125.29,7.77,15.64,1.52,0
2015-10-26 09:00,297.78,384.43,18.87,17.54,1.59,0
2015-10-26 10:00,501.89,635.07,28.77,19.62,1.66,0
2015-10-26 11:00,647.37,838.05,36.74,20.95,1.66,0
2015-10-26 12:00,737.8,975.31,41.75,22.48,1.93,0
2015-10-26 13:00,787.53,1032.13,42.83,22.67,3.03,0
2015-10-26 14:00,786.83,1003.48,39.74,22.26,4.97,0
2015-10-26 15:00,713.93,890.34,33.15,21.11,5.72,0
2015-10-26 16:00,566.14,698.81,24.13,20.43,4.9,0
2015-10-26 17:00,355.86,442.98,13.33,19.9,4.28,0
2015-10-26 18:00,7.69,20.45,1.85,19.08,3.66,0
2015-10-26 19:00,0,0,0,18.3,3.31,0
2015-10-26 20:00,0,0,0,17.75,3.66,0
2015-10-26 21:00,0,0,0,17.23,4.41,0
2015-10-26 22:00,0,0,0,16.75,4.55,0
2015-10-26 23:00,0,0,0,16.5,4.14,0
2015-10-27 00:00,0,0,0,17.03,4,0
2015-10-27 01:00,0,0,0,16.78,4.41,0
2015-10-27 02:00,0,0,0,16.49,4.55,0
2015-10-27 03:00,0,0,0,16.2,4.07,0
2015-10-27 04:00,0,0,0,15.97,3.72,0
2015-10-27 05:00,0,0,0,15.95,3.72,0
2015-10-27 06:00,0,0,0,16.06,3.38,0
2015-10-27 07:00,0,0,0,16.17,3.17,0
2015-10-27 08:00,67.84,120.97,7.57,16.4,3.31,0
2015-10-27 09:00,122.12,163.68,18.65,16.98,3.72,0
2015-10-27 10:00,328.14,405.29,28.51,18.25,3.86,0
2015-10-27 11:00,557.41,690.4,36.44,19.23,3.79,0
2015-10-27 12:00,749.84,957.29,41.42,20.63,3.59,0
2015-10-27 13:00,548.52,679.32,42.49,20.63,5.38,0
2015-10-27 14:00,435.4,534.07,39.41,20.08,6.41,0
2015-10-27 15:00,468.76,573.92,32.85,19.8,5.59,0
2015-10-27 16:00,416.02,510.49,23.86,19.83,4.55,0
2015-10-27 17:00,72.57,104.71,13.1,19.57,4,0
2015-10-27 18:00,1.03,8.37,1.64,19.04,3.79,0
2015-10-27 19:00,0,0,0,18.46,3.72,0
2015-10-27 20:00,0,0,0,18.23,4.21,0
2015-10-27 21:00,0,0,0,17.97,4.9,0
2015-10-27 22:00,0,0,0,17.84,5.31,0
2015-10-27 23:00,0,0,0,17.86,5.72,0
2015-10-28 00:00,0,0,0,18.56,5.59,0
2015-10-28 01:00,0,0,0,19.17,4.83,0
2015-10-28 02:00,0,0,0,20.48,4.83,0
2015-10-28 03:00,0,0,0,21.49,5.03,0
2015-10-28 04:00,0,0,0,21.49,5.31,0
2015-10-28 05:00,0,0,0,21.35,5.59,0
2015-10-28 06:00,0,0,0,21.41,5.59,0
2015-10-28 07:00,0,0,0,21.5,4.97,0
2015-10-28 08:00,15.66,32.54,7.37,20.78,4.83,0
2015-10-28 09:00,108.1,148.37,18.42,20.1,6.76,0
2015-10-28 10:00,61.76,92.05,28.26,20.67,7.24,0
2015-10-28 11:00,642.64,791.19,36.14,21.43,7.03,0
2015-10-28 12:00,737.44,924.69,41.09,21.57,5.66,0
2015-10-28 13:00,783.64,985.84,42.15,21.83,6.14,0
2015-10-28 14:00,774.01,965.63,39.09,21.8,7.1,0
2015-10-28 15:00,699.41,857.73,32.56,21.11,8.21,0
2015-10-28 16:00,551.57,668.66,23.61,20.42,8.41,0
2015-10-28 17:00,338.09,415.7,12.87,19.61,8.41,0
2015-10-28 18:00,4.37,14.88,1.44,18.56,8.48,0
2015-10-28 19:00,0,0,0,17.65,8.97,0
2015-10-28 20:00,0,0,0,17.2,9.1,0
2015-10-28 21:00,0,0,0,17.02,8.55,0
2015-10-28 22:00,0,0,0,17.11,8.28,0
2015-10-28 23:00,0,0,0,17.18,8.07,0
2015-10-29 00:00,0,0,0,17.26,7.93,0
2015-10-29 01:00,0,0,0,17.03,8.07,0
2015-10-29 02:00,0,0,0,16.72,8.14,0
2015-10-29 03:00,0,0,0,16.45,8.34,0
2015-10-29 04:00,0,0,0,16.22,8.28,0
2015-10-29 05:00,0,0,0,16.06,8,0
2015-10-29 06:00,0,0,0,15.93,7.79,0
2015-10-29 07:00,0,0,0,15.78,7.66,0
2015-10-29 08:00,66,117.46,7.17,15.77,7.45,0
2015-10-29 09:00,295.85,372.57,18.2,16.52,7.24,0
2015-10-29 10:00,513.09,619.15,28,17.66,7.38,0
2015-10-29 11:00,676.56,821.25,35.85,18.65,7.66,0
2015-10-29 12:00,781.2,957.06,40.77,19.51,8.34,0
2015-10-29 13:00,824.42,1013.39,41.82,19.9,8.9,0
2015-10-29 14:00,805.2,986.67,38.77,20.02,9.24,0
2015-10-29 15:00,720.56,875.18,32.28,19.97,9.52,0
2015-10-29 16:00,568.46,684.29,23.35,19.61,9.66,0
2015-10-29 17:00,349.88,427.71,12.65,19.01,9.59,0
2015-10-29 18:00,2.36,11.16,1.24,18.48,9.59,0
2015-10-29 19:00,0,0,0,18.03,9.1,0
2015-10-29 20:00,0,0,0,17.85,8.21,0
2015-10-29 21:00,0,0,0,17.84,7.72,0
2015-10-29 22:00,0,0,0,17.86,6.97,0
2015-10-29 23:00,0,0,0,17.78,6.48,0
2015-10-30 00:00,0,0,0,17.86,5.79,0
2015-10-30 01:00,0,0,0,17.46,6,0
2015-10-30 02:00,0,0,0,17.09,5.38,0
2015-10-30 03:00,0,0,0,16.68,4.9,0
2015-10-30 04:00,0,0,0,16.31,4.76,0
2015-10-30 05:00,0,0,0,16.03,4.62,0
2015-10-30 06:00,0,0,0,15.8,4.69,0
2015-10-30 07:00,0,0,0,15.56,4.69,0
2015-10-30 08:00,66.73,119.02,6.97,15.48,4.69,0
2015-10-30 09:00,300.31,380.65,17.97,16.76,4.97,0
2015-10-30 10:00,514.82,630.5,27.74,18.76,5.31,0
2015-10-30 11:00,670.44,831.55,35.56,20.36,5.45,0
2015-10-30 12:00,769.19,964.8,40.44,21.32,6,0
2015-10-30 13:00,811.25,1019.92,41.49,21.98,6.83,0
2015-10-30 14:00,794.91,988.91,38.46,21.92,8.07,0
2015-10-30 15:00,709.2,875.76,31.99,21.77,7.72,0
2015-10-30 16:00,556.17,682.64,23.1,21.74,7.03,0
2015-10-30 17:00,341.63,424.34,12.44,21.15,7.1,0
2015-10-30 18:00,1.61,9.67,1.04,20.05,7.38,0
2015-10-30 19:00,0,0,0,19.33,6.76,0
2015-10-30 20:00,0,0,0,19.03,5.93,0
2015-10-30 21:00,0,0,0,18.9,5.24,0
2015-10-30 22:00,0,0,0,18.99,4.9,0
2015-10-30 23:00,0,0,0,18.95,4.69,0
2015-10-31 00:00,0,0,0,18.48,5.1,0
2015-10-31 01:00,0,0,0,18.2,4.97,0
2015-10-31 02:00,0,0,0,17.71,4.83,0
2015-10-31 03:00,0,0,0,17.25,4.62,0
2015-10-31 04:00,0,0,0,16.87,4.48,0
2015-10-31 05:00,0,0,0,16.65,4.28,0
2015-10-31 06:00,0,0,0,16.53,3.93,0
2015-10-31 07:00,0,0,0,16.5,3.72,0
2015-10-31 08:00,63.04,114.05,6.77,16.6,3.45,0
2015-10-31 09:00,288.76,371.66,17.75,18.22,3.03,0
2015-10-31 10:00,490.53,617.85,27.48,20.7,2.48,0
2015-10-31 11:00,630.24,819.02,35.26,22.87,1.86,0
2015-10-31 12:00,733.34,952.09,40.12,24.16,3.59,0
2015-10-31 13:00,773.02,1006.8,41.16,24.5,4,0
2015-10-31 14:00,756.55,978.27,38.15,24.45,4.34,0
2015-10-31 15:00,679.58,863.79,31.72,24.04,4.76,0
2015-10-31 16:00,539.31,672.84,22.86,23.32,5.17,0
2015-10-31 17:00,331.24,415.1,12.22,22.09,5.79,0
2015-10-31 18:00,0,0,0,20.67,6.34,0
2015-10-31 19:00,0,0,0,19.78,6.48,0
2015-10-31 20:00,0,0,0,19.26,6.41,0
2015-10-31 21:00,0,0,0,18.96,6.28,0
2015-10-31 22:00,0,0,0,18.79,6,0
2015-10-31 23:00,0,0,0,18.65,5.59,0
2015-11-01 00:00,0,0,0,18.74,5.17,0
2015-11-01 01:00,0,0,0,18.66,4.9,0
2015-11-01 02:00,0,0,0,18.59,4.62,0
2015-11-01 03:00,0,0,0,18.4,4.41,0
2015-11-01 04:00,0,0,0,18.02,5.03,0
2015-11-01 05:00,0,0,0,17.66,5.52,0
2015-11-01 06:00,0,0,0,17.35,5.52,0
2015-11-01 07:00,0,0,0,17.21,5.52,0
2015-11-01 08:00,61.62,112.23,6.57,17.28,5.45,0
2015-11-01 09:00,76.35,109.16,17.52,18.49,5.1,0
2015-11-01 10:00,261.72,327.84,27.23,20.08,5.24,0
2015-11-01 11:00,662.17,819.36,34.97,20.91,6.07,0
2015-11-01 12:00,769.91,955.51,39.81,20.65,6.97,0
2015-11-01 13:00,810.26,1013.45,40.84,20.97,6.76,0
2015-11-01 14:00,791.32,988.26,37.84,21.13,6.76,0
2015-11-01 15:00,709.46,876.48,31.44,20.86,6.83,0
2015-11-01 16:00,559.55,682.63,22.62,20.28,6.83,0
2015-11-01 17:00,341.79,421.63,12.02,19.37,6.62,0
2015-11-01 18:00,0,0,0,18.52,6.55,0
2015-11-01 19:00,0,0,0,17.56,6.55,0
2015-11-01 20:00,0,0,0,17.02,6.28,0
2015-11-01 21:00,0,0,0,16.76,6.07,0
2015-11-01 22:00,0,0,0,16.6,6.28,0
2015-11-01 23:00,0,0,0,16.53,6.48,0
2015-11-02 00:00,0,0,0,16.47,5.86,0
2015-11-02 01:00,0,0,0,16.33,6.83,0
2015-11-02 02:00,0,0,0,16.34,6.83,0
2015-11-02 03:00,0,0,0,16.31,6.62,0
2015-11-02 04:00,0,0,0,16.27,6.48,0
2015-11-02 05:00,0,0,0,16.3,6.34,0
2015-11-02 06:00,0,0,0,16.29,6.48,0
2015-11-02 07:00,0,0,0,16.14,6.28,0
2015-11-02 08:00,58.43,106.8,6.37,16.18,5.66,0
2015-11-02 09:00,280.21,355.99,17.3,16.78,5.31,0
2015-11-02 10:00,161.64,208.37,26.97,17.61,5.17,0
2015-11-02 11:00,254.34,314.42,34.69,17.44,7.24,0
2015-11-02 12:00,90.26,124.59,39.49,16.78,6.34,0
2015-11-02 13:00,64.12,92.98,40.52,15.68,7.93,0
2015-11-02 14:00,9.71,23.24,37.54,15.11,6.62,0
2015-11-02 15:00,76.86,107.85,31.17,14.75,5.66,0
2015-11-02 16:00,41.38,65.08,22.38,14.56,6.14,0
2015-11-02 17:00,69.8,98.92,11.81,14.23,7.31,0
2015-11-02 18:00,0,0,0,13.07,8.07,0
2015-11-02 19:00,0,0,0,13.14,8.28,0
2015-11-02 20:00,0,0,0,13.56,8.76,0
2015-11-02 21:00,0,0,0,13.26,9.1,0
2015-11-02 22:00,0,0,0,13.3,8.41,0
2015-11-02 23:00,0,0,0,13.36,8,0
2015-11-03 00:00,0,0,0,13.17,7.1,0
2015-11-03 01:00,0,0,0,13.35,7.31,0
2015-11-03 02:00,0,0,0,13.57,7.24,0
2015-11-03 03:00,0,0,0,13.6,7.1,0
2015-11-03 04:00,0,0,0,13.59,6.83,0
2015-11-03 05:00,0,0,0,13.48,6.14,0
2015-11-03 06:00,0,0,0,13.3,5.86,0
2015-11-03 07:00,0,0,0,13.13,5.79,0
2015-11-03 08:00,61.09,109.53,6.17,12.97,5.52,0
2015-11-03 09:00,294.99,368.69,17.07,13.59,5.38,0
2015-11-03 10:00,515.74,617.88,26.72,14.31,5.38,0
2015-11-03 11:00,678.52,819.77,34.4,15.03,5.38,0
2015-11-03 12:00,773.87,954.68,39.18,15.96,4.69,0
2015-11-03 13:00,824.84,1011.12,40.21,16.17,6.28,0
2015-11-03 14:00,811.04,982.69,37.25,16.1,7.66,0
2015-11-03 15:00,725.68,868.07,30.91,15.81,8.28,0
2015-11-03 16:00,568.64,674.04,22.15,15.61,8.41,0
2015-11-03 17:00,342.97,413.56,11.62,15.36,8.48,0
2015-11-03 18:00,0,0,0,14.92,8.41,0
2015-11-03 19:00,0,0,0,14.52,8.55,0
2015-11-03 20:00,0,0,0,14.44,8.41,0
2015-11-03 21:00,0,0,0,14.36,8,0
2015-11-03 22:00,0,0,0,14.25,7.72,0
2015-11-03 23:00,0,0,0,14.14,7.52,0
2015-11-04 00:00,0,0,0,14.03,6.21,0
2015-11-04 01:00,0,0,0,13.84,5.79,0
2015-11-04 02:00,0,0,0,13.6,5.66,0
2015-11-04 03:00,0,0,0,13.36,5.31,0
2015-11-04 04:00,0,0,0,13.13,4.97,0
2015-11-04 05:00,0,0,0,12.92,4.9,0
2015-11-04 06:00,0,0,0,12.76,4.9,0
2015-11-04 07:00,0,0,0,12.62,5.17,0
2015-11-04 08:00,60.83,109.35,5.97,12.68,5.45,0
2015-11-04 09:00,158.89,204.83,16.85,13.54,5.45,0
2015-11-04 10:00,519.36,622.11,26.46,14.42,5.59,0
2015-11-04 11:00,684.72,827.21,34.12,15.25,5.66,0
2015-11-04 12:00,792.64,965.4,38.88,16.2,6.69,0
2015-11-04 13:00,836.91,1023.79,39.9,16.54,7.03,0
2015-11-04 14:00,818.67,995.97,36.96,16.61,7.59,0
2015-11-04 15:00,733.69,880.52,30.65,16.42,8.41,0
2015-11-04 16:00,576.66,684.36,21.93,16.1,8.9,0
2015-11-04 17:00,345.96,417.01,11.42,15.59,9.17,0
2015-11-04 18:00,0,0,0,14.89,9.03,0
2015-11-04 19:00,0,0,0,14.45,8.69,0
2015-11-04 20:00,0,0,0,14.25,8.07,0
2015-11-04 21:00,0,0,0,14.17,7.17,0
2015-11-04 22:00,0,0,0,14.08,6,0
2015-11-04 23:00,0,0,0,13.84,4.83,0
2015-11-05 00:00,0,0,0,13.5,2.9,0
2015-11-05 01:00,0,0,0,13.04,2.76,0
2015-11-05 02:00,0,0,0,12.63,2.83,0
2015-11-05 03:00,0,0,0,12.27,3.03,0
2015-11-05 04:00,0,0,0,11.94,3.1,0
2015-11-05 05:00,0,0,0,11.62,3.03,0
2015-11-05 06:00,0,0,0,11.45,2.83,0
2015-11-05 07:00,0,0,0,11.22,2.55,0
2015-11-05 08:00,60.61,108.46,5.77,10.98,2.07,0
2015-11-05 09:00,291.88,368.97,16.62,12.45,1.59,0
2015-11-05 10:00,497.19,617.67,26.21,14.7,1.1,0
2015-11-05 11:00,632.54,818.54,33.83,15.89,0.21,0
2015-11-05 12:00,714,953.65,38.57,16.61,0,0
2015-11-05 13:00,760.25,1010.1,39.59,16.98,0.62,0
2015-11-05 14:00,752.47,979.83,36.67,17.12,1.31,0
2015-11-05 15:00,686.28,864.57,30.4,17.07,2.34,0
2015-11-05 16:00,547.57,669.01,21.71,16.73,3.52,0
2015-11-05 17:00,257.38,318.49,11.24,16.1,4,0
2015-11-05 18:00,0,0,0,15.39,4.21,0
2015-11-05 19:00,0,0,0,14.75,4.76,0
2015-11-05 20:00,0,0,0,14.43,5.45,0
2015-11-05 21:00,0,0,0,14.21,6.14,0
2015-11-05 22:00,0,0,0,14.06,6.21,0
2015-11-05 23:00,0,0,0,13.95,5.72,0
2015-11-06 00:00,0,0,0,14.28,5.1,0
2015-11-06 01:00,0,0,0,14.13,5.1,0
2015-11-06 02:00,0,0,0,13.94,5.31,0
2015-11-06 03:00,0,0,0,13.69,5.59,0
2015-11-06 04:00,0,0,0,13.39,5.66,0
2015-11-06 05:00,0,0,0,13.11,5.52,0
2015-11-06 06:00,0,0,0,12.84,5.24,0
2015-11-06 07:00,0,0,0,12.57,5.03,0
2015-11-06 08:00,53.91,101.05,5.56,12.46,4.83,0
2015-11-06 09:00,297.38,372.83,16.4,13.47,4.41,0
2015-11-06 10:00,515.32,624.88,25.96,15.24,4.14,0
2015-11-06 11:00,668.28,828.96,33.56,16.88,3.38,0
2015-11-06 12:00,761.57,964.36,38.27,18.47,3.45,0
2015-11-06 13:00,800.62,1019.81,39.29,19.05,3.72,0
2015-11-06 14:00,785.9,989.79,36.39,19.24,4.55,0
2015-11-06 15:00,708.85,875.51,30.15,19.11,5.52,0
2015-11-06 16:00,560.35,679.3,21.49,18.59,6.41,0
2015-11-06 17:00,336.5,412.62,11.06,17.78,6.41,0
2015-11-06 18:00,0,0,0,16.9,6,0
2015-11-06 19:00,0,0,0,16.33,5.31,0
2015-11-06 20:00,0,0,0,15.91,4.55,0
2015-11-06 21:00,0,0,0,15.45,3.93,0
2015-11-06 22:00,0,0,0,14.99,3.38,0
2015-11-06 23:00,0,0,0,14.44,2.97,0
2015-11-07 00:00,0,0,0,14.13,3.17,0
2015-11-07 01:00,0,0,0,13.66,3.03,0
2015-11-07 02:00,0,0,0,13.22,3.1,0
2015-11-07 03:00,0,0,0,12.91,3.1,0
2015-11-07 04:00,0,0,0,12.67,2.9,0
2015-11-07 05:00,0,0,0,12.46,2.83,0
2015-11-07 06:00,0,0,0,12.3,2.83,0
2015-11-07 07:00,0,0,0,12.17,2.69,0
2015-11-07 08:00,53.42,100.78,5.36,12.21,2.55,0
2015-11-07 09:00,294.57,373.91,16.17,13.73,2,0
2015-11-07 10:00,497.29,624.63,25.71,16.38,0.97,0
2015-11-07 11:00,641.97,829.12,33.28,18.33,0.97,0
2015-11-07 12:00,743.4,964.6,37.98,19.77,2.14,0
2015-11-07 13:00,793.72,1019.88,38.99,19.78,3.31,0
2015-11-07 14:00,783.47,990,36.12,19.5,4.34,0
2015-11-07 15:00,704.87,873.43,29.91,18.97,4.97,0
2015-11-07 16:00,554.31,676.29,21.28,18.36,4.97,0
2015-11-07 17:00,331.06,407.6,10.88,17.46,4.76,0
2015-11-07 18:00,0,0,0,16.55,4.34,0
2015-11-07 19:00,0,0,0,15.71,4.28,0
2015-11-07 20:00,0,0,0,15.13,4.41,0
2015-11-07 21:00,0,0,0,14.73,4.48,0
2015-11-07 22:00,0,0,0,14.42,4.21,0
2015-11-07 23:00,0,0,0,14.18,3.79,0
2015-11-08 00:00,0,0,0,14.23,3.24,0
2015-11-08 01:00,0,0,0,13.92,3.17,0
2015-11-08 02:00,0,0,0,13.66,3.38,0
2015-11-08 03:00,0,0,0,13.46,3.72,0
2015-11-08 04:00,0,0,0,13.31,4.21,0
2015-11-08 05:00,0,0,0,13.17,4.83,0
2015-11-08 06:00,0,0,0,13.09,4.83,0
2015-11-08 07:00,0,0,0,13.03,4.21,0
2015-11-08 08:00,50.51,96.56,5.16,12.91,3.45,0
2015-11-08 09:00,287.74,363.81,15.95,13.64,2.9,0
2015-11-08 10:00,501.56,612.4,25.46,15.29,3.1,0
2015-11-08 11:00,660.84,812.61,33,16.38,3.86,0
2015-11-08 12:00,760.36,946.36,37.69,17.32,4.34,0
2015-11-08 13:00,803.3,1001.02,38.7,17.62,4.97,0
2015-11-08 14:00,784.26,970.02,35.84,17.7,5.52,0
2015-11-08 15:00,700.92,855.06,29.67,17.51,5.93,0
2015-11-08 16:00,548.28,660.73,21.08,17.08,5.93,0
2015-11-08 17:00,321.09,392.63,10.71,16.39,5.59,0
2015-11-08 18:00,0,0,0,15.54,5.1,0
2015-11-08 19:00,0,0,0,14.91,4.76,0
2015-11-08 20:00,0,0,0,14.69,4.83,0
2015-11-08 21:00,0,0,0,14.58,4.9,0
2015-11-08 22:00,0,0,0,14.39,5.45,0
2015-11-08 23:00,0,0,0,14.14,5.79,0
2015-11-09 00:00,0,0,0,13.82,6.9,0
2015-11-09 01:00,0,0,0,13.79,6,0
2015-11-09 02:00,0,0,0,13.65,5.59,0
2015-11-09 03:00,0,0,0,13.61,6.28,0
2015-11-09 04:00,0,0,0,13.6,6.34,0
2015-11-09 05:00,0,0,0,13.57,6,0
2015-11-09 06:00,0,0,0,13.35,5.79,0
2015-11-09 07:00,0,0,0,13.15,5.31,0
2015-11-09 08:00,47.6,92.08,4.96,13.03,4.69,0
2015-11-09 09:00,286.06,359.92,15.73,13.52,4.21,0
2015-11-09 10:00,503.28,606.07,25.21,14.3,4.41,0
2015-11-09 11:00,663.17,804.99,32.73,14.92,4.48,0
2015-11-09 12:00,759.52,937.15,37.4,16.01,4.48,0
2015-11-09 13:00,800.36,989.89,38.42,16.33,4.97,0
2015-11-09 14:00,784.25,959.62,35.58,16.43,6,0
2015-11-09 15:00,151.04,194.27,29.44,15.98,6.34,0
2015-11-09 16:00,75.02,105.99,20.88,15.49,5.66,0
2015-11-09 17:00,39.67,62.98,10.54,14.7,5.79,0
2015-11-09 18:00,0,0,0,12.96,6.41,0
2015-11-09 19:00,0,0,0,12.2,5.45,0
2015-11-09 20:00,0,0,0,12.09,4.34,0
2015-11-09 21:00,0,0,0,12.17,4.21,0
2015-11-09 22:00,0,0,0,11.89,4.48,0
2015-11-09 23:00,0,0,0,11.68,4.97,0
2015-11-10 00:00,0,0,0,12.08,5.24,0
2015-11-10 01:00,0,0,0,12.03,5.59,0
2015-11-10 02:00,0,0,0,12.03,5.66,0
2015-11-10 03:00,0,0,0,11.88,6.07,0
2015-11-10 04:00,0,0,0,11.69,6.76,0
2015-11-10 05:00,0,0,0,11.62,6.97,0
2015-11-10 06:00,0,0,0,11.55,7.03,0
2015-11-10 07:00,0,0,0,11.42,6.9,0
2015-11-10 08:00,47.02,90.44,4.76,11.34,6.69,0
2015-11-10 09:00,289.34,358.84,15.51,11.77,6.62,0
2015-11-10 10:00,514.71,607.09,24.97,12.53,7.17,0
2015-11-10 11:00,684.28,809.26,32.46,13.31,7.66,0
2015-11-10 12:00,241.66,295.96,37.11,14.13,6.69,0
2015-11-10 13:00,398.48,475.56,38.13,14.58,7.45,0
2015-11-10 14:00,812.88,976.16,35.32,14.81,8.07,0
2015-11-10 15:00,725.22,863.46,29.21,15.02,8.41,0
2015-11-10 16:00,565.16,667.44,20.68,14.95,8.55,0
2015-11-10 17:00,330.22,397.85,10.38,14.79,8.48,0
2015-11-10 18:00,0,0,0,14.52,8.34,0
2015-11-10 19:00,0,0,0,14.16,7.93,0
2015-11-10 20:00,0,0,0,13.98,7.38,0
2015-11-10 21:00,0,0,0,13.85,6.62,0
2015-11-10 22:00,0,0,0,13.4,6.14,0
2015-11-10 23:00,0,0,0,12.75,6.21,0
2015-11-11 00:00,0,0,0,11.56,6.69,0
2015-11-11 01:00,0,0,0,11.31,6.9,0
2015-11-11 02:00,0,0,0,11.12,6.83,0
2015-11-11 03:00,0,0,0,11.05,6.41,0
2015-11-11 04:00,0,0,0,11.06,5.79,0
2015-11-11 05:00,0,0,0,11.02,4.97,0
2015-11-11 06:00,0,0,0,10.92,4.07,0
2015-11-11 07:00,0,0,0,10.68,3.86,0
2015-11-11 08:00,48.63,93.08,4.56,10.46,4.21,0
2015-11-11 09:00,301.03,374.27,15.29,11.13,4.28,0
2015-11-11 10:00,523.18,628.24,24.73,12.83,4,0
2015-11-11 11:00,678.36,834.84,32.2,14.78,3.24,0
2015-11-11 12:00,762.96,972.26,36.83,16.32,2.28,0
2015-11-11 13:00,805.3,1029.54,37.86,17.36,2.9,0
2015-11-11 14:00,797.86,1001.3,35.06,17.82,4.34,0
2015-11-11 15:00,720.47,886.69,28.99,17.92,5.38,0
2015-11-11 16:00,569.06,690.33,20.49,17.84,5.72,0
2015-11-11 17:00,337.24,413.89,10.22,17.39,5.59,0
2015-11-11 18:00,0,0,0,16.6,5.93,0
2015-11-11 19:00,0,0,0,15.91,5.93,0
2015-11-11 20:00,0,0,0,15.34,5.72,0
